provincia,municipio,lat,lon,fecha,tmax,tmin,precip,viento
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-09,34.5,19.8,0.0,13.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-10,36.3,21.5,0.0,14.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-11,37.4,23.0,0.1,20.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-12,38.1,27.2,1.0,33.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-13,32.0,23.1,15.1,23.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-14,31.6,18.3,0.0,20.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-15,30.5,18.0,0.0,13.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-16,25.5,12.5,1.3,35.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-17,17.1,9.8,0.5,36.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-18,22.1,9.1,0.0,16.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-19,25.3,12.4,0.0,17.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-20,28.0,12.8,0.0,16.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-21,30.6,17.3,0.0,17.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-22,31.8,19.0,0.0,23.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-23,28.2,19.7,0.0,16.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-24,30.4,19.0,2.2,19.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-25,32.6,17.3,0.5,20.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-26,29.4,16.9,0.0,20.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-27,31.2,17.1,0.0,15.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-02-28,35.4,20.6,0.0,14.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-01,36.4,22.5,2.5,26.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-02,36.9,20.9,0.0,14.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-03,34.6,24.1,0.0,18.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-04,33.7,22.6,0.4,20.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-05,34.7,21.9,0.0,18.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-06,34.7,25.1,0.0,19.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-07,33.8,20.9,0.0,18.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-08,34.3,21.2,0.0,16.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-09,34.2,21.5,0.0,21.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-10,36.1,25.8,0.0,16.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-11,37.7,24.1,0.0,15.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-12,36.8,28.0,0.0,18.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-13,35.4,26.1,0.0,18.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-14,35.7,24.7,0.9,20.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-15,30.5,23.5,14.8,18.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-16,30.3,21.2,0.8,13.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-17,32.8,21.8,0.0,14.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-18,31.1,21.4,0.2,21.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-19,31.2,22.7,6.1,23.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-20,25.6,18.5,15.2,18.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-21,25.6,17.3,3.0,21.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-22,25.9,18.9,0.3,24.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-23,27.1,19.9,0.0,15.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-24,28.8,18.2,0.1,18.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-25,27.4,19.7,14.4,22.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-26,21.9,13.9,0.0,23.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-27,25.3,12.7,0.0,19.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-28,29.7,18.4,0.0,23.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-29,26.2,17.8,13.0,21.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-30,25.1,13.6,0.0,18.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-03-31,21.6,13.7,0.0,30.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-01,21.8,8.5,0.0,13.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-02,20.7,14.2,14.5,18.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-03,22.5,16.0,13.5,16.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-04,23.9,14.7,0.2,16.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-05,24.1,16.0,0.9,16.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-06,25.2,16.1,0.0,18.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-07,25.3,15.0,0.0,14.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-08,25.9,14.1,0.0,13.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-09,27.2,14.4,0.0,16.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-10,27.9,15.2,0.0,16.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-11,29.6,15.9,2.7,23.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-12,20.6,15.3,4.0,20.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-13,17.8,9.8,0.0,17.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-14,19.2,8.3,0.0,10.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-15,20.9,12.5,2.4,13.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-16,19.4,12.1,1.6,10.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-17,20.5,12.0,4.2,13.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-18,15.4,8.5,4.7,30.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-19,18.2,10.4,0.4,39.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-20,21.2,7.3,0.0,13.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-21,22.3,10.5,0.0,20.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-22,23.9,11.5,0.0,12.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-23,24.0,13.1,0.0,14.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-24,23.4,14.2,0.1,13.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-25,23.6,15.8,1.3,11.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-26,24.5,14.4,0.0,10.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-27,26.7,13.0,0.0,13.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-28,26.6,15.1,0.0,26.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-29,26.4,17.7,0.0,27.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-04-30,27.9,14.4,6.5,34.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-01,19.1,8.9,0.0,17.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-02,19.1,7.6,0.0,12.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-03,19.0,6.2,0.0,10.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-04,22.1,6.9,0.0,10.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-05,22.9,12.5,9.6,26.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-06,21.3,15.4,10.2,25.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-07,20.9,12.3,0.0,20.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-08,21.0,9.7,0.0,16.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-09,18.6,7.5,0.0,9.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-10,19.1,9.5,0.0,14.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-11,16.1,7.1,0.0,10.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-12,19.7,7.2,0.4,21.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-13,23.2,13.5,0.0,17.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-14,25.0,13.2,0.0,16.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-15,26.0,11.9,0.0,13.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-16,25.2,13.1,0.0,18.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-17,24.3,14.0,0.0,20.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-18,21.6,10.5,0.0,27.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-19,16.9,8.9,16.4,15.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-20,17.1,8.6,0.0,17.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-21,19.7,11.9,0.0,16.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-22,22.5,15.3,0.2,18.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-23,24.1,15.5,1.0,17.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-24,22.9,17.9,39.1,22.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-25,21.3,17.5,8.2,29.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-26,20.0,12.5,39.9,22.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-27,13.9,6.6,0.0,23.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-28,13.0,2.0,0.0,10.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-29,14.6,3.8,0.0,11.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-30,16.3,7.6,0.0,12.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-05-31,19.1,8.6,0.4,13.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-01,22.2,9.6,0.0,15.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-02,22.9,17.0,3.0,26.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-03,22.3,15.4,3.1,16.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-04,17.8,8.1,0.0,20.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-05,16.4,5.2,0.0,14.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-06,21.5,9.3,0.0,21.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-07,18.9,14.7,4.9,14.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-08,24.9,14.3,0.2,24.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-09,21.9,11.8,1.3,30.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-10,11.8,6.8,0.0,19.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-11,10.1,3.2,0.0,20.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-12,11.7,0.6,0.0,12.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-13,12.8,0.2,0.0,9.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-14,13.0,1.2,0.0,12.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-15,13.5,0.7,0.0,10.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-16,16.0,5.2,0.0,11.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-17,10.9,3.3,0.0,15.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-18,12.7,-1.0,0.0,11.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-19,14.6,5.7,0.0,13.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-20,14.7,6.4,0.9,14.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-21,13.9,9.3,0.0,13.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-22,13.6,4.7,0.0,14.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-23,14.6,7.7,0.3,17.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-24,16.9,9.3,0.0,13.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-25,18.1,8.1,0.0,14.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-26,19.4,10.5,0.3,15.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-27,15.3,7.6,1.8,21.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-28,15.3,5.8,0.0,22.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-29,14.1,5.1,0.0,13.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-06-30,15.3,3.6,0.0,10.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-01,17.5,5.7,0.0,11.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-02,20.6,10.3,0.0,23.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-03,23.1,14.9,0.0,24.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-04,24.8,16.5,8.2,27.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-05,19.5,13.0,0.0,16.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-06,18.4,10.6,0.0,22.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-07,15.6,6.4,0.0,17.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-08,14.0,7.6,0.2,22.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-09,15.6,10.4,3.6,9.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-10,15.1,8.7,0.0,14.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-11,12.1,9.0,1.8,25.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-12,9.4,7.2,31.1,26.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-13,11.0,3.2,7.2,23.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-14,10.6,-0.7,0.0,17.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-15,13.3,5.4,0.0,23.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-16,11.6,2.1,0.0,17.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-17,9.5,0.9,0.0,14.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-18,10.5,-2.1,0.0,11.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-19,12.1,2.4,0.0,19.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-20,15.4,5.4,0.0,16.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-21,24.0,12.0,0.0,26.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-22,27.7,13.6,0.5,29.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-23,16.4,8.1,0.0,19.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-24,13.0,8.5,0.0,22.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-25,14.5,6.9,0.9,24.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-26,15.4,8.4,2.4,26.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-27,13.2,4.0,0.9,12.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-28,15.1,4.1,0.4,14.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-29,17.2,7.8,0.0,20.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-30,19.4,9.1,0.0,20.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-07-31,21.7,7.6,0.0,17.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-01,27.0,16.0,0.0,18.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-02,27.9,14.4,0.0,29.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-03,14.0,8.4,0.0,22.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-04,17.4,5.7,0.0,11.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-05,18.1,4.3,0.0,15.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-06,20.3,11.3,0.0,23.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-07,12.9,6.1,0.0,23.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-08,14.3,4.0,0.0,22.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-09,17.7,7.6,0.0,12.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-10,19.4,11.2,1.3,23.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-11,16.2,7.6,0.0,28.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-12,12.6,3.8,0.0,22.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-13,16.1,1.4,0.0,22.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-14,21.6,10.1,0.0,21.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-15,24.3,12.9,0.0,20.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-16,26.0,18.0,1.0,16.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-17,17.6,14.7,10.0,24.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-18,16.4,10.3,3.0,25.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-19,13.4,6.3,0.6,25.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-20,13.0,5.5,1.7,15.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-21,20.0,5.2,0.2,18.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-22,16.2,9.2,23.3,26.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-23,16.5,7.1,0.0,18.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-24,14.3,8.9,0.0,10.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-25,15.3,5.8,0.0,18.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-26,14.9,2.6,0.0,12.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-27,14.3,2.5,0.0,14.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-28,15.2,4.5,0.0,20.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-29,18.1,5.8,0.8,14.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-30,22.0,7.3,0.0,29.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-08-31,18.0,7.3,0.0,16.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-01,23.6,9.3,0.0,14.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-02,18.1,9.6,2.5,27.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-03,13.0,8.4,24.5,26.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-04,13.9,7.0,0.0,22.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-05,13.5,5.2,0.0,16.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-06,13.4,6.7,0.0,25.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-07,16.2,13.1,2.4,22.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-08,18.9,4.9,0.0,20.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-09,19.4,6.3,0.2,14.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-10,21.9,10.7,0.1,17.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-11,20.8,13.5,3.4,36.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-12,16.9,7.2,0.0,23.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-13,17.6,6.6,0.0,11.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-14,18.9,5.9,0.0,20.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-15,23.5,12.6,0.0,28.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-16,25.0,15.6,0.0,26.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-17,19.8,13.3,0.4,34.9
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-18,17.6,9.6,0.0,20.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-19,18.7,7.6,0.0,24.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-20,18.2,13.6,0.1,26.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-21,20.3,14.9,0.8,13.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-22,16.7,10.4,0.5,21.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-23,17.0,9.9,0.3,19.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-24,16.1,11.7,0.0,21.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-25,15.5,9.4,0.0,23.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-26,15.6,10.0,1.0,24.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-27,20.9,5.4,0.0,16.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-28,20.9,9.4,0.0,20.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-29,20.5,10.5,0.0,22.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-09-30,17.5,5.9,0.0,14.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-01,21.6,4.9,0.0,17.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-02,20.8,8.7,0.0,18.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-03,21.6,11.0,3.8,19.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-04,19.8,10.6,0.7,25.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-05,24.2,8.9,0.0,24.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-06,25.1,10.7,0.0,23.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-07,24.9,8.5,0.0,13.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-08,27.9,9.2,0.0,20.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-09,29.7,15.1,0.0,23.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-10,29.5,17.5,0.4,24.5
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-11,17.8,8.7,1.7,30.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-12,17.9,4.0,0.0,12.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-13,19.8,5.7,0.0,13.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-14,22.5,9.4,0.0,20.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-15,24.3,11.9,0.0,19.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-16,28.1,15.6,0.0,21.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-17,20.5,11.0,0.0,22.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-18,20.1,9.0,0.0,22.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-19,21.4,13.1,0.7,20.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-20,25.4,13.2,0.0,20.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-21,23.8,17.5,3.6,19.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-22,27.6,17.0,1.4,25.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-23,20.9,16.2,5.6,23.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-24,19.5,13.5,0.3,23.0
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-25,21.0,8.7,0.0,12.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-26,23.7,9.3,0.0,15.8
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-27,27.2,13.6,0.0,17.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-28,28.3,14.6,0.0,16.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-29,25.5,18.2,6.8,21.2
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-30,21.7,10.8,8.8,42.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-10-31,15.6,11.3,15.3,30.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-11-01,17.3,10.8,0.0,31.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-11-02,15.1,12.0,42.1,24.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-11-03,15.4,9.1,11.6,32.7
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-11-04,23.3,6.2,0.0,10.6
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-11-05,23.6,11.9,0.0,21.4
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-11-06,25.9,12.2,0.0,19.3
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-11-07,30.9,16.0,1.7,27.1
buenos aires,lujan,-34.5673224195589,-59.1584564399662,2023-11-08,24.8,14.9,0.0,23.0
